SleepState,StimR,ChanR,N_con,N_pat,Median_dif,Median_norm,p-value,p-value_corrected,rejected
rem,Orbitofrontal,Cingular,23,3,0.15972460604275618,0.035701607492531436,0.005414485931396484,0.010218315554740735,True
rem,Orbitofrontal,Dorsofrontal,78,6,0.3158964925418899,0.12112225952418627,9.175933540446034e-09,3.543322028695315e-08,True
rem,Orbitofrontal,Hippocampus,12,2,0.20465562752978994,0.10358029089736218,0.05224609375,0.08187757663845276,False
rem,Orbitofrontal,Inferotemporal,77,4,0.24811059042102945,0.0993445166456424,1.1942019312502807e-06,3.568389104093101e-06,True
rem,Orbitofrontal,Mesiotemporal,52,3,0.029160237586137172,0.014290082715074856,0.0685486055029131,0.10413503586258516,False
rem,Orbitofrontal,Operculo-insular,316,7,0.24850435495635703,0.08713979174611686,2.439886612810943e-25,3.402286332308593e-24,True
rem,Orbitofrontal,Orbitofrontal,143,6,0.22256316548599875,0.07212060293307891,1.1597761951597783e-11,5.94089438745111e-11,True
rem,Orbitofrontal,Insulo-temporal,99,6,0.10112574945789543,0.05858794613347153,8.74220326727314e-05,0.0002109897134697652,True
rem,Parietal,Central,18,1,0.5874934323989023,0.09932711585770804,7.62939453125e-05,0.00018592019682949027,True
rem,Parietal,Inferotemporal,15,2,0.002368026250580746,0.0016966447227595308,0.389404296875,0.4695636073938397,False
rem,Parietal,Parietal,10,2,0.2839093439374809,0.0897619196515913,0.431640625,0.5110462116745282,False
rem,Parietal,Insulo-temporal,11,4,0.7768911586862961,0.29086914815363196,0.0029296875,0.005751304095610976,True
rem,Insulo-temporal,Amygdala,178,10,0.13847072473094868,0.06181759378423618,8.027372714413567e-06,2.2141434629865993e-05,True
rem,Insulo-temporal,Central,22,3,0.6636021655297069,0.2881212935698364,9.870529174804688e-05,0.00023595264979771205,True
rem,Insulo-temporal,Cingular,14,3,0.19609208995161054,0.1013254249394778,0.0494384765625,0.0795452411358173,False
rem,Insulo-temporal,Dorsofrontal,30,5,0.20143649499832172,0.11529215069101628,0.00016989745199680328,0.000394854263437015,True
rem,Insulo-temporal,Hippocampus,183,9,0.23295768418495144,0.11003229693647436,1.0348936263304481e-08,3.9357318213476134e-08,True
rem,Insulo-temporal,Inferotemporal,445,10,0.06063143797252257,0.018835416293691003,2.409107207212719e-05,6.25745915104491e-05,True
rem,Insulo-temporal,Mesiotemporal,439,9,0.18515912345550856,0.057720823041301106,2.9270347670411023e-22,2.8257143327973716e-21,True
rem,Insulo-temporal,Occipital,36,4,0.018259935922111836,0.012867388819968423,0.2203658460348379,0.2822032007895118,False
rem,Insulo-temporal,Operculo-insular,234,8,0.2996166238641791,0.1399603351113332,5.052675233401219e-20,4.529362441370379e-19,True
rem,Insulo-temporal,Orbitofrontal,199,6,0.21066525817649473,0.10969633613262042,8.088742951827721e-20,6.8728668202437215e-19,True
rem,Insulo-temporal,Parietal,3,2,0.3113864416553165,0.11500213818243557,0.25,0.31375000000000003,False
rem,Insulo-temporal,Insulo-temporal,222,10,0.15755246416763324,0.06648079273571733,1.9231052828333196e-05,5.1351002765017365e-05,True
