,SleepState,StimR,ChanR,N_con,N_pat,Median_dif,Median_norm,p-value,p-value_corrected,rejected
226,rem,Mesiotemporal,Mesiotemporal,148,7,0.006389841580924371,0.0064309346567410965,0.2425525313936967,0.3385885590521147,False
227,rem,Mesiotemporal,Occipital,50,4,0.009733137392711977,0.010811126694717132,0.5450885281516817,0.6447018810116122,False
228,rem,Mesiotemporal,Operculo-insular,223,7,-0.006529279738828775,-0.01335789958544449,0.2362046795822489,0.33140962696489,False
229,rem,Mesiotemporal,Orbitofrontal,215,6,-0.017582098227259535,-0.022818791946308644,0.00027558554148463167,0.0009473252988534214,True
230,rem,Mesiotemporal,Parietal,8,3,-0.0670705355764778,-0.4331094390618199,0.0078125,0.01884594298245614,True
231,rem,Occipital,Amygdala,30,4,0.0026315789473683737,0.0026455026455025977,0.3163713020501673,0.416278029013378,False
232,rem,Occipital,Central,4,2,-0.0549228079791386,-0.38511904761904747,0.25,0.34034653465346537,False
233,rem,Occipital,Cingular,3,2,-0.0766917293233083,-0.35953978906999046,0.25,0.34034653465346537,False
234,rem,Occipital,Dorsofrontal,15,3,-0.0730769230769231,-0.4125,0.02557373046875,0.05248340208138993,False
235,rem,Occipital,Hippocampus,28,4,-0.005956150996826837,-0.007197133080285219,0.6026046655065338,0.6962869034214151,False
236,rem,Occipital,Inferotemporal,78,4,-0.04031195545922049,-0.09953802416488985,0.006538143897941076,0.01634535974485269,True
237,rem,Occipital,Insulo-temporal,36,4,-0.07573260073260074,-0.1960550024570918,0.0008157367119565606,0.0025161592457362387,True
238,rem,Occipital,Mesiotemporal,48,4,-0.03211344236896719,-0.0747726813497676,0.057976831751112456,0.10155177536022882,False
239,rem,Occipital,Occipital,12,2,0.0,0.0,0.32698934959801507,0.4261709532675552,False
240,rem,Occipital,Operculo-insular,33,4,-0.11200338123415049,-0.4579081632653062,8.670613169670105e-07,5.183518742737563e-06,True
241,rem,Occipital,Orbitofrontal,39,3,-0.04004004004004001,-0.23356009070294792,0.006246893579373136,0.015760511324106535,True
242,rem,Occipital,Parietal,5,1,-0.0591985428051002,-0.39901477832512317,0.625,0.7131742738589212,False
243,rem,Operculo-insular,Amygdala,98,7,-0.019496457489878556,-0.07839052287581698,0.023013850978292772,0.04831151922924055,True
244,rem,Operculo-insular,Central,19,3,0.003846153846153902,0.0400000000000006,0.8905677795410156,0.9431209574923656,False
245,rem,Operculo-insular,Cingular,25,3,0.005813953488371992,0.005847953216374167,0.6070522480710051,0.6984910804164285,False
246,rem,Operculo-insular,Dorsofrontal,246,7,0.006589851693221183,0.011869540715694425,0.0008111342059103671,0.0025161592457362387,True
247,rem,Operculo-insular,Hippocampus,124,6,0.012831201948523836,0.04252582011480997,0.549518138921261,0.6458012316382341,False
248,rem,Operculo-insular,Inferotemporal,263,7,-0.04836601307189539,-0.20000000000000004,1.1515743821096445e-11,1.1310105538576865e-10,True
249,rem,Operculo-insular,Insulo-temporal,297,6,0.0008581235697940337,0.0018148820326678416,0.9474684651989844,0.9832219921876254,False
250,rem,Operculo-insular,Mesiotemporal,145,7,-0.03548387096774189,-0.10599999999999993,0.0002499127856140963,0.0008699495701756517,True
251,rem,Operculo-insular,Occipital,15,2,0.009121621621621612,0.018518518518518563,0.33026123046875,0.42840489801370873,False
252,rem,Operculo-insular,Operculo-insular,184,5,0.014012738853503265,0.022222222222222206,0.00398717267569181,0.010543004671300461,True
253,rem,Operculo-insular,Orbitofrontal,367,6,0.006134969325153228,0.006211180124223518,3.154566965557477e-07,2.0654902750673954e-06,True
254,rem,Operculo-insular,Parietal,23,2,-0.06793478260869559,-0.4489795918367348,0.006710529327392578,0.016625185270567198,True
255,rem,Orbitofrontal,Amygdala,88,5,-0.0428976564447769,-0.23663462478014474,9.02674838781359e-05,0.00034962757840123064,True
256,rem,Orbitofrontal,Central,46,1,0.057240433711022026,0.0674157303370785,1.577922981255142e-05,7.612786313073054e-05,True
257,rem,Orbitofrontal,Cingular,27,3,0.011695906432748426,0.012195121951219553,0.3483276069164276,0.44761725187858686,False
258,rem,Orbitofrontal,Dorsofrontal,172,5,-0.009018088894249907,-0.03441151396620006,0.6909790371359221,0.7755887151525657,False
259,rem,Orbitofrontal,Hippocampus,88,5,0.0350834350834351,0.34583333333333266,0.00010954613510056551,0.0004126737966117194,True
260,rem,Orbitofrontal,Inferotemporal,231,5,-0.04616963064295487,-0.15897435897435888,3.287630642553105e-11,2.8253075834440744e-10,True
261,rem,Orbitofrontal,Insulo-temporal,199,5,-0.032258064516129004,-0.09553349875930495,2.1486356275295856e-05,0.00010014827077468408,True
262,rem,Orbitofrontal,Mesiotemporal,123,5,-0.0641711229946524,-0.238244514106583,3.076100546525204e-07,2.0632381714498317e-06,True
263,rem,Orbitofrontal,Occipital,27,3,-0.0560846560846561,-0.4029304029304029,0.028018027544021606,0.05665409981327898,False
264,rem,Orbitofrontal,Operculo-insular,387,5,0.0,0.0,0.27169932310991585,0.36095320703008144,False
265,rem,Orbitofrontal,Orbitofrontal,157,5,0.009746588693957087,0.011976047904191565,0.03456999449747676,0.06694893300567682,False
266,rem,Parietal,Central,19,1,0.005319148936170248,0.005347593582887737,0.04986020375690695,0.0884616518267704,False
267,rem,Parietal,Dorsofrontal,9,2,-0.0317789291882556,-0.3228070175438598,0.0390625,0.07357662671232877,False
268,rem,Parietal,Inferotemporal,26,3,-0.018311626644959958,-0.06847442680776006,0.12910079956054688,0.20058033830028468,False
269,rem,Parietal,Insulo-temporal,18,3,-0.011959876543209902,-0.05952380952380947,0.468292236328125,0.5673143832168915,False
270,rem,Parietal,Mesiotemporal,7,1,-0.1064593301435406,-0.42028985507246397,0.078125,0.13180598159509202,False
271,rem,Parietal,Occipital,5,2,0.012345679012345734,0.038461538461538644,1.0,1.0,False
272,rem,Parietal,Operculo-insular,14,2,0.023202414869081554,0.16151515151515217,0.3909912109375,0.48652752492222856,False
273,rem,Parietal,Orbitofrontal,3,1,-0.009836065573770508,-0.12857142857142886,0.5,0.6004366812227074,False
274,rem,Parietal,Parietal,9,2,0.07348242811501604,0.07931034482758628,0.02799181548566574,0.05665409981327898,False
